source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,domaincat_desc,agg_level_desc,state_ansi,state_fips_code,state_alpha,state_name,asd_code,asd_desc,county_ansi,county_code,county_name,region_desc,zip_5,watershed_code,watershed_desc,congr_district_code,country_code,country_name,location_desc,year,freq_desc,begin_code,end_code,reference_period_desc,week_ending,load_time,Value,CV (%)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24450.0,0,,,9000,UNITED STATES,24450,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,3,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24458.0,0,,,9000,UNITED STATES,24458,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,2,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24459.0,0,,,9000,UNITED STATES,24459,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,2,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24465.0,0,,,9000,UNITED STATES,24465,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,2,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24467.0,0,,,9000,UNITED STATES,24467,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,1,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24471.0,0,,,9000,UNITED STATES,24471,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,3,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24472.0,0,,,9000,UNITED STATES,24472,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,2,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24473.0,0,,,9000,UNITED STATES,24473,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,1,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24477.0,0,,,9000,UNITED STATES,24477,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,3,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24479.0,0,,,9000,UNITED STATES,24479,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,6,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24486.0,0,,,9000,UNITED STATES,24486,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,6,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24526.0,0,,,9000,UNITED STATES,24526,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,2,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24588.0,0,,,9000,UNITED STATES,24588,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,1,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,24651.0,0,,,9000,UNITED STATES,24651,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,5,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,TURKEYS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,ZIP CODE,51,51,VA,VIRGINIA,,,,,,,99999.0,0,,,9000,UNITED STATES,99999,2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,1,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,"INVENTORY, PEAK",HEAD,"TURKEYS, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,"INVENTORY, PEAK",HEAD,"TURKEYS, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00, (D),
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,"INVENTORY, PEAK",HEAD,"TURKEYS, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,"INVENTORY, PEAK",HEAD,"TURKEYS, ORGANIC - INVENTORY, PEAK, MEASURED IN HEAD",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00, (D),
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,"INVENTORY, PEAK",OPERATIONS,"TURKEYS, ORGANIC - OPERATIONS WITH INVENTORY, PEAK",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00,1,80.3
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,"INVENTORY, PEAK",OPERATIONS,"TURKEYS, ORGANIC - OPERATIONS WITH INVENTORY, PEAK",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,1,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,"INVENTORY, PEAK",OPERATIONS,"TURKEYS, ORGANIC - OPERATIONS WITH INVENTORY, PEAK",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00,1,80.3
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,"INVENTORY, PEAK",OPERATIONS,"TURKEYS, ORGANIC - OPERATIONS WITH INVENTORY, PEAK",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,1,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,$,"TURKEYS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,$,"TURKEYS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00, (D),
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,$,"TURKEYS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,$,"TURKEYS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00, (D),
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,HEAD,"TURKEYS, ORGANIC - SALES, MEASURED IN HEAD",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,HEAD,"TURKEYS, ORGANIC - SALES, MEASURED IN HEAD",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00, (D),
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,HEAD,"TURKEYS, ORGANIC - SALES, MEASURED IN HEAD",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,HEAD,"TURKEYS, ORGANIC - SALES, MEASURED IN HEAD",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00, (D),
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,"TURKEYS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00,1,80.3
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,"TURKEYS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,1,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,"TURKEYS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00,1,80.3
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES,OPERATIONS,"TURKEYS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,1,
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES IN CONVENTIONAL MARKETS,$,"TURKEYS, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES IN CONVENTIONAL MARKETS,$,"TURKEYS, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES IN CONVENTIONAL MARKETS,HEAD,"TURKEYS, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN HEAD",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES IN CONVENTIONAL MARKETS,HEAD,"TURKEYS, ORGANIC - SALES IN CONVENTIONAL MARKETS, MEASURED IN HEAD",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES IN CONVENTIONAL MARKETS,OPERATIONS,"TURKEYS, ORGANIC - OPERATIONS WITH SALES IN CONVENTIONAL MARKETS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00,1,(H)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,ORGANIC,ALL UTILIZATION PRACTICES,SALES IN CONVENTIONAL MARKETS,OPERATIONS,"TURKEYS, ORGANIC - OPERATIONS WITH SALES IN CONVENTIONAL MARKETS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2014,ANNUAL,0,0,YEAR,,2015-01-31 00:00:00,1,(H)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,113.0,113.0,MADISON,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, MADISON",2012,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00, (D),(D)
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,139.0,139.0,PAGE,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, PAGE",2012,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"2,883,300",4.0
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,139.0,139.0,PAGE,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, PAGE",2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"2,040,500",
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,139.0,139.0,PAGE,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, PAGE",2002,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"2,484,295",
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,165.0,165.0,ROCKINGHAM,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, ROCKINGHAM",2012,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"7,915,784",4.0
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,165.0,165.0,ROCKINGHAM,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, ROCKINGHAM",2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"7,790,571",
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,165.0,165.0,ROCKINGHAM,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, ROCKINGHAM",2002,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"8,365,085",
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,171.0,171.0,SHENANDOAH,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, SHENANDOAH",2012,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"1,099,771",4.0
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,171.0,171.0,SHENANDOAH,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, SHENANDOAH",2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,211,618",
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,171.0,171.0,SHENANDOAH,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, SHENANDOAH",2002,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"1,314,071",
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,20.0,NORTHERN,187.0,187.0,WARREN,,,0,,,9000,UNITED STATES,"VIRGINIA, NORTHERN, WARREN",2002,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00, (D),
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,40.0,WESTERN,15.0,15.0,AUGUSTA,,,0,,,9000,UNITED STATES,"VIRGINIA, WESTERN, AUGUSTA",2012,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"4,130,711",4.0
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,40.0,WESTERN,15.0,15.0,AUGUSTA,,,0,,,9000,UNITED STATES,"VIRGINIA, WESTERN, AUGUSTA",2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"4,276,477",
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,40.0,WESTERN,15.0,15.0,AUGUSTA,,,0,,,9000,UNITED STATES,"VIRGINIA, WESTERN, AUGUSTA",2002,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00,"4,957,891",
CENSUS,ANIMALS & PRODUCTS,POULTRY,TURKEYS,ALL CLASSES,PRODUCTION CONTRACT,ALL UTILIZATION PRACTICES,PRODUCTION,HEAD,"TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,COUNTY,51,51,VA,VIRGINIA,40.0,WESTERN,91.0,91.0,HIGHLAND,,,0,,,9000,UNITED STATES,"VIRGINIA, WESTERN, HIGHLAND",2012,ANNUAL,0,0,YEAR,,2012-12-31 00:00:00,"549,223",4.0
